HBD_cid,HBD_smiles
21427361,CC(=O)OOC(=O)CC(=O)O
11483952,C(C(=O)[O-])C(=O)[O-].[Ag+].[Ag+]
10953440,C(C(=O)O)C(=O)O
328467,CC[Sn]CC.C(C(=O)O)C(=O)O
438004,C(C(=O)[O-])C(=O)[O-].O.O.[Cu+2]
3608759,C(C(=O)[OH2+])C(=O)[OH2+]
4082864,C[Sn](C)(C)CC(C(=O)O)C(=O)O
4214761,C(C(=O)[OH2+])C(=O)O
4372790,C(C(=O)[OH2+])C(=O)O.[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[Co+3]
4663544,C(C(=O)[OH2+])C(=O)[OH2+].[OH-].[OH-].[Cu+2]
5250958,C(C(=O)O)(C(=O)[O-])F
6327098,C(C(=O)O)C(=O)O.[Tl].[Tl]
10154292,C(C[Ge](=O)[O-])C(=O)O
11174613,C(C(=O)O)C(=O)O.[Ag].[Ag]
11174614,C(C(=O)O)C(=O)O
11615481,C(C(=O)[O-])C(=O)[O-].[Sn+2]
12200651,C(C(=O)O)C(=O)O
14839210,C(C(=O)[O-])C(=O)[O-].[Mg+2]
14944028,C(C(=O)[O-])C(=O)[O-].[Fe+2]
15178362,C(C(=O)[O-])C(=O)[O-].[Co+2]
15574532,C(C[Ge](=O)O)C(=O)O
15664145,C(C(=O)[O-])C(=O)[O-].[Ni+2]
16057917,C(C(=O)[O-])C(=O)[O-].O.O.[Cu+2]
16217661,C(C(=O)O)C(=O)O.O.[Na]
16704601,C(C(=O)O)C(=O)O[Tl]
17796745,C(C(=O)O)C(=O)O.[Mg+2]
17953346,COC.C(C(=O)O)C(=O)O
17957983,C(C(=O)[O-])C(=O)[O-].O=[V+2]
17981405,C(C(=O)[O-])C(=O)[O-].O.[Sr+2]
18172994,C(C(=O)[O-])C(=O)[O-].[Cr+2]
18183597,B(CC(C(=O)O)C(=O)O)(O)O
18407914,C(C(=O)[O-])C(=O)[O-].[Pd+2]
18517261,C(C(=O)O)C(=O)OOOC(=O)CC(=O)[O-]
18783604,C(C(=O)O)C(=O)O.O=ClI
18793358,C(C(=O)[O-])C(=O)[O-].C(C(=O)[O-])C(=O)[O-]
19376861,C(C(=O)[O-])C(=O)[O-].[Cd+2]
19604831,C(C(=O)[O-])C(=O)[O-].O
19787860,C(C(=O)[O-])C(=O)[O-].Br
19921648,CC(C)(C(=O)O)C(=O)[O-].[Na+]
20111763,B(CC(C(=O)O)C(=O)O)([O-])[O-]
20159172,C(C(CO)(C(=O)[O-])C(=O)[O-])O
20320811,CC(C)(C(=O)O)C(=O)O.[Cu+2]
20320812,C(C(=O)O)C(=O)O.[Cu+2]
20490708,C(C(=O)[O-])C(=O)[O-].O.[Na+]
21115771,C(C(=O)[O-])C(=O)[O-].[Cu+].[Cu+]
21144683,CC(C(=O)O)C(=O)O.[Pt+2]
21198637,CC(=O)[O-].C(C(=O)[O-])C(=O)[O-]
21254487,C(C(=O)[O-])C(=O)[O-].[Mn+2]
21427030,C(C(=O)[O-])C(=O)[O-].O.Cl.Cl
21799763,[H+].C(C(=O)[O-])C(=O)[O-].[Na+]
21799764,[H+].[Li+].C(C(=O)[O-])C(=O)[O-]
21846883,C(C(C(=O)[O-])C(=O)[O-])O
21924863,C(C(=O)[O-])C(=O)[O-].[Na+]
22015932,C(C(=O)[O-])C(=O)[O-].[Rh+2]
22016501,C(C(=O)[O-])C(=O)[O-].[Zr+2]
22211534,C(C(=O)[O-])C(=O)[O-].O.O.O.O.[Ca+2]
22218770,C=C.C(C(=O)O)C(=O)O
22253128,C(C(=O)[O-])C(=O)[O-].[Pt+2]
22402586,C.C(C(=O)O)C(=O)O
23020107,C(C(=O)[O-])C(=O)[O-].[Ru+2]
23053630,C(C(=O)O)(C(=O)O)[Te]
23310979,C(C(=O)[O-])C(=O)[O-].[Cl-]
23432009,C(C(=O)[O-])C(=O)[O-].[Zn+2]
23593654,C([C-]=O)C(=O)O.[Y+3]
23615414,C(C(=O)O)C(=O)[O-].[Tl+]
23679537,CC(=O)[O-].C(C(=O)O)C(=O)O.[Na+]
23700757,CC(C(=O)O)C(=O)[O-].[K+]
24193006,C(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
25113319,C(C(=O)O)C(=O)OC(=O)O
25199839,C(C(=O)O)C(=O)O.[Tl].[Tl]
49822884,C(C(=O)O)C(=O)O.[Cu]
49868535,CC[Sn]CC.C(C(=O)O)C(=O)O
50910029,C(C(=O)O)C(=O)O.C(C(=O)O)C(=O)O.[Co]
50911832,C(C(=O)[OH2+])C(=O)[OH2+].C(C(=O)[OH2+])C(=O)[OH2+].[Pd+2]
50912694,C(C(=O)[OH2+])C(=O)O.[NH2-].[NH2-].[NH2-].[NH2-].[NH2-].[Co+3]
50918511,C(C(=O)[OH2+])C(=O)[OH2+].[OH-].[OH-].[Cu+2]
50919709,CC(C(=O)O)C(=O)O.[Pt]
50919795,C(C(=O)O)C(=O)O.[Pt]
50920799,C(C(=O)O)C(=O)O.[NH2-].[NH2-].O.O.[Pt+2]
50921673,C(C(=O)O)C(=O)[O-].C(C(=O)O)C(=O)[O-].[OH3+].O=[V]
50933484,C(C(=O)O)C(=O)[O-].C(C(=O)O)C(=O)[O-].[OH2+][V]=O
59852486,C(C(=O)O)C(=O)OP
60113014,C(C(=O)O)C(=O)O[Al]
76568695,C(C(=O)O)C(=O)O.[Ag].[Ag]
86647243,CC(C(=O)O)C(=O)O.[Mg]
86725672,COC(=O)CC(=O)O.[K]
87058070,C(C(=O)O)C(=O)O.[K]
87066944,[Li].CC(C(=O)O)C(=O)O
87066951,[Li].CC(C)(C(=O)O)C(=O)O
87066981,CC(C(=O)O)C(=O)O.[K]
87067043,[Li].C(C(=O)O)C(=O)O
87067112,CC(C)(C(=O)O)C(=O)O.[K]
87067276,CC(C)(C(=O)O)C(=O)O.[Na]
87067318,CC(C(=O)O)C(=O)O.[Na]
87069834,C(C(=O)O)C(=O)O.[Na].[Na]
87073150,C(C(=O)O)C(=O)O.[Sr]
87073401,C(C(=O)O)C(=O)O.[Ba]
87079952,C(C(=O)O)C(=O)O.[Ag]
87079953,C(C(=O)[O-])C(=O)[O-].[Ag]
87093804,C(C(=O)O)C(=O)O.[Cr]
87105692,C(C(=O)O)C(=O)O.[Zn]
87120460,C(C(=O)O)C(=O)O.[Mg]
87141221,C(C(=O)O)C(=O)O.[Y]
87141992,C(C(=O)O)C(=O)O.Br.Br
87142077,C(C(=O)O)C(=O)O.Cl.Cl
87156965,CO.C(C(=O)O)C(=O)O
87182361,C(C(=O)O)C(=O)O.[Co]
87221403,C(C(=O)O)C(=O)O.S
87247022,COC(=O)CC(=O)O.[Mg]
87262546,CC(C)(C(=O)O)C(=O)O.[Fe]
87339646,C(C(=O)O)C(=O)O.[Ti]
87339833,C(C(=O)O)C(=O)O.[Zr]
87341011,C(C(=O)O)C(=O)O.[Hf]
87357019,C(C(=O)O)C(=O)OF
87389872,C(C(=O)O)C(=O)O.[Al]
87393473,C(C(=O)O)C(=O)O.[Fe]
87421476,C(C(=O)O)C(=O)O.[Rh]
87421662,C(C(=O)O)C(=O)O.O=S=O
87440776,C(C(=O)O)C(=O)O.O.[Sr]
87489832,COC(=O)CC(=O)O.[Rb]
87492238,[Li].COC(=O)CC(=O)O
87545433,CC.C(C(=O)O)C(=O)O
87570978,COC(=O)CC(=O)O.Cl
87609843,CC(=O)O.C(C(=O)O)C(=O)O
87611161,C(C(=O)O)C(=O)O.C(=O)O
87611162,C(C(=O)O)C(=O)OC=O
87630662,C(C(C(=O)O)C(=O)O)[Ge]
87655423,CC([CH2-])(C(=O)O)C(=O)O.[Na+]
87671478,C(C(=O)O)C(=O)O[Si]
87700857,CCCC[Sn]CCCC.C(C(=O)O)C(=O)O
87701180,C(C(=O)O)C(=O)O.[Mn]
87701555,C(C(=O)O)C(=O)O.O.[Mn]
87785742,C(C(=O)O)C(=O)O.[Tb]
87786534,C(C(=O)O)C(=O)O.[Pr]
87792071,C(C(=O)O)C(=O)O.[Ru]
87793533,C(C(=O)O)C(=O)O.O([Si])[Si]
87836873,C(C(=O)O)C(=O)O.OCl=O.I
87881849,C(C(=O)O)C(=O)O.C(=O)O.[Tl]
87993891,C(C(=O)O)(C(=O)O)[Si]
88009328,C(C(=O)O)C(=O)O.C(=O)(C(=O)O)O
88030259,CC(C(=O)O)(C(=O)O)I
88036753,CCl.C(C(=O)O)C(=O)O
88038051,C(C(=O)O)C(=O)O.[Bi]
88050054,C(C(=O)O)C(=O)O.[Ga]
88152135,C(C(=O)O)C(=O)O.[Rb]
88152774,C(C(=O)O)C(=O)O.[Cs]
88156133,CCO.C(C(=O)O)C(=O)O
88175785,C(C(=O)O)C(=O)O.[Pd]
88196526,[CH3-].C(C(=O)O)C(=O)O.[Na+]
88246917,C(C(=O)O)C(=O)O.[Si]
88247778,CC(C(=O)O)(C(=O)O)[Ge]
88266501,C(C(=O)O)(C(=O)O)I.OCl=O.Cl
88418107,C(C(=O)O)C(=O)OO.[Na].[Na]
88425134,C(C(=O)[O-])C(=O)[O-].[Pb+2]
88425135,C(C(=O)O)C(=O)O.[Pb]
88425188,C(C(=O)O)C(=O)O.[Cd]
88425277,C(C(=O)O)C(=O)O.[Sb]
88450515,CC(C(=O)O)C(=O)O.O.[Zn]
88456189,CC(C(=O)O)(C(=O)O)C(=O)O.[K]
88482659,C(C(=O)O)C(=O)O.[Ni]
88492052,C[CH2-].C(C(=O)O)C(=O)O.[Na+]
88520304,C(C(=O)O)C(=O)[Al]
88584842,C(C(=O)O)C(=O)O.[Cu].[Zn]
88595551,C(C(=O)O)(C(=O)O)[Te]C(C(=O)O)C(=O)O
88630835,C(C(=O)O)C(=O)O.OP(=O)(O)O
88691472,CC(C(=O)O)(C(=O)[O-])C(=O)[O-].[Na+].[Na+]
88719638,C[C-](C(=O)O)C(=O)O.[Na+]
88719639,[CH2-]C(C(=O)O)C(=O)O.[Na+]
88756593,[CH-](C(=O)O)C(=O)O.[Pt]
88759315,C(C(=O)O)C(=O)O.[Na].[Fe]
88768480,[CH2-]OC(=O)CC(=O)O.[Na+]
88772017,C[Tl]C.C(C(=O)O)C(=O)O
88802549,CC(C(=O)O)C(=O)O.[Cu]
88826425,C(C(=O)O)C(=O)O.[Na].[Cu]
89366443,C(C(=O)O)C(=O)OI
89606231,C(C(=O)O)C(=O)O.NS(=O)[O-]
89610155,C(C(=O)O)C(=O)OC#P
89835223,C(C(=O)O)C(=O)OC(=O)OC(=O)O
90150639,B(O)(O)O.C(C(=O)O)C(=O)O
90150640,B(O)(O)OC(=O)CC(=O)O
90340299,[Li].[Li].C(C(=O)O)C(=O)OF
90340380,[Li].[Li].COC(=O)CC(=O)O
90340447,[Li].[Li].C(C(=O)O)C(=O)O
90373644,[Li].B(O)(O)O.C(C(=O)O)C(=O)O
90373645,[Li].B(O)(O)OC(=O)CC(=O)O
90373646,[Li+].B(O)(O)[O-].C(C(=O)O)C(=O)O
92002281,C(C(=O)O)C(=O)O.[NH4+].[NH4+]
92004447,C(C(=O)O)C(=O)O.[NH4+]
92043652,C(C[O])C(=O)O
100931245,CC(C)(C(=O)O)C(=O)[O-]
101008746,C(C(=O)O)C(=O)O.C(C(=O)[O-])C(=O)[O-].[Co+2]
101044879,[CH](C(=O)O)C(=O)O
101044880,[CH](C(=O)O)C(=O)O
101623365,C(C(=O)O)C(=O)O
101921581,C([CH]C(=O)O)O
102332747,CC(C(=O)O)C(=O)O
102494663,C(CO[O])C(=O)O
117064314,CC(C(=O)O)C(=O)O
121393235,C(C(=O)O)(C(=O)O)C(=O)O.[Ag]
121393246,CC(C(=O)O)C(=O)O.[Ag]
122130217,C(C(=O)O)C(=O)O.O.[Na].[Na]
122370837,[CH](C(=O)O)C(=O)O
124138794,C(C(=O)O)C(=O)O.P
129926185,C(C(=O)O)C(=O)OP(=O)(O)O
131997207,C(COOO)C(=O)O
132114943,CC(C(=O)O)(C(=O)O)F.[Na]
137393701,C(C(=O)O)(C(=O)O)P
139063772,C(C(=O)O)C(=O)[O-].C(C(=O)O)C(=O)[O-].O.O.[Cu+2]
139063773,C(C(=O)O)C(=O)[O-].C(C(=O)O)C(=O)[O-].O.O.[Mn+2]
139063830,C(C(=O)O)C(=O)O.C(C(=O)O)C(=O)O
139068427,C(C(=O)O)C(=O)[O-].C(C(=O)O)C(=O)[O-].O.O.[Co+2]
139072405,C(C(=O)O)C(=O)[O-].C(C(=O)O)C(=O)[O-].[Ca+2]
146295505,C(C(=O)O)(C(=O)O)SS
146454646,C(C(=O)O)C(=O)O.[La]
146503287,C(C(=O)[O-])C(=O)[O-].[Au+].[Au+]
146503288,C(C(=O)O)C(=O)O.[Au]
8134,COCCOCCO
8117,C(COCCO)O
8172,C(COCCOCCO)O
8146,CCOCCOCCO
8019,COCCO
8200,C(COCCOCCOCCO)O
8133,CCCCOCCO
8076,CCOCCO
8923,CCCCOCCOCCOCCO
8190,CCOCCOCCOCCO
8178,COCCOCCOCCO
78798,C(COCCOCCOCCOCCOCCOCCOCCO)O
62551,C(COCCOCCOCCOCCO)O
17756,CCCOCCO
17472,C(COCCOCCOCCOCCOCCO)O
7996,CC(C)OCCO
90263,COCCOCCOCCOCCO
15286,CCCOCC(C)O
8087,CC(COCC(C)O)O
4867,C(COCCOCCOCCOCCOCCOCCOCCOCCO)O
11355992,CCCOCCOCCOCCO
73791,CCCCOCCOCCOCCOCCO
15287,CCOCC(C)O
90255,COCCOCCOCCOCCOCCO
81313,CCCOCCOCCO
79718,C(COCCOCCOCCOCCOCCOCCO)O
62411,C(COCC#CCOCCO)O
10154203,CC(COCCO)OCCO
521158,CC(C)COCCO
81260,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O
81248,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O
79734,CCOCCOCCOCCOCCO
79689,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCO)O
42953,C(C(COCC(CO)O)O)O
19846,CC(C)OCC(C)O
90207,COCCOCCOCCOCCOCCOCCO
78058,CCOCCOCCOCCOCCOCCO
526557,CCOCCOCCOCCOCCOCCOCCO
526555,COCCOCCOCCOCCOCCOCCOCCO
87168,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O
77596,C#CCOCCO
74516,CCCCOCCOCCOCCOCCOCCO
13581,C=COCCOCCO
14765037,C(COCCI)O
12527511,CCCOCCOCCOCCOCCO
9920467,C(COCCO)COCCO
2723953,CCOCCOCCO
656926,C(COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)O
247456,CC(COCCOCCO)O
163282,C(COCCO)O.N
111036,CCC(C)OCCO
81639,C#CCOCCOCCO
9771,C(COCCOCCF)O
9763,C(COCCF)O
71309724,CCCCOCCO
58520604,COCCO.COCCO.[Zn]
53412760,C(COCC(F)F)O
45281241,C(COCCCOCCO)COCCO
38988946,CC(C)OCC(C)O
20040703,C(COCCOCCO)O.O
16213380,COCCO
16212251,CCCCOCCO
14765039,C(COCCOCCI)O
12527512,CCCOCCOCCOCCOCCOCCO
11819432,C(COCCBr)O
10630886,C(C(CO)OCC(CO)O)O
543047,CC#CCOCCO
85759,C(COCC(CO)O)O
88844560,C(COCCOCC(O)(Br)Br)O
88764766,CCCOCCO.C(COCCO)O
87481768,CCCCOCCOCCO.O
87445834,COC(COCCO)(O)OC
86290240,[CH2+]OCCOCCO
71598531,COCCOC.C(COCCO)O
71414876,C(CO)O.O.O
71334311,C(COCCOCCOCCON)O
71309368,C(COCCO)O
70789761,CCCOC.C(COCCOCCO)O
70678416,CCOCCO.C(CO)O
57925050,COCCO
54233245,C(COCCOCC(O)(S)S)O
44150434,C(COCC[O-])O.[Zr+4]
38988983,CCCOCC(C)O
36689386,CC(C)OCC(C)O
23448310,C(COCCOC=O)O
22560076,CCO.C1COCCO1
22504935,COCCO.O
22237732,C(COCCOC(=O)O)O
22026603,C(CO)O.C(COCCO)O
21966525,CO.C1COCCO1
21896256,COC(COCCO)O
21871658,C(COCCON)O
21714507,C(COCCO)O.C(COCCO)O
21183450,COC(CO)(OC)OC
20089751,CCOCCO.COCCO
20089624,C(COOCCO)O
19824913,C(COCCOCCOC(=O)O)O
19817402,CCCCOCCO.O
19360868,CC(COCCO)O
18626819,C(COCCOCCOS(=O)(=O)O)O
16750101,CCOCCO.O
16213024,C(COCCO)O
15300697,C(COCCOS(=O)(=O)O)O
14786211,C(COCCOCCOCCI)O
13811968,C(COCCOCCO)COCCOCCO
11275204,C(C(CO)OC(CO)CO)O
10881554,COCCO.COCCO.COCCO.[Y]
10396832,C(CO)COCCO
6999922,CCOCC(C)O
6993458,CCOCC(C)O
6950271,CC(COCC(C)O)O
6453394,C1CO1.C(COCCO)O.C(=O)=O
5288135,COCCO.COCCOC
5231320,C(C(O)O)OCC(O)O
3017353,C(COCC(COCCO)O)O
542710,C(COCCOCCO[N+](=O)[O-])O
519798,C(COCCO[N+](=O)[O-])O
113548,C(COCCOCCOCO)O
74154,C(COCC#CCO)O
138694629,C(COCCOOCCOCCO)O
137406930,C(COCCOCCOC(O)O)O
134539172,CCOCC.CCOCCOCC.C(CO)O
134275169,C(COCCOCCOPI)O
131740048,COCCOC.C(COCCOCCOCCO)O
131727359,CCOCCO.C(=O)=O
131710371,C(COCCOCCOCCO)O.[Br-].[Br-]
129826547,C(COCCOCC(O)Br)O
129133730,C(COCCOCCOCCOCCOCCOO)O
126654421,CCCOCCOCCCOCCOCCO
126570731,C(COCCOCCOSI)O
126570493,C(COCCOCCOCCOCCOSI)O
126570473,C(COCCOCCOCCOSI)O
123370374,C(COCCOS(=O)(=O)[O-])O
123162217,[CH2+]CCOCCOCCOCCO
122681118,C(COCC#CCOCCOF)O
122657144,COCCOCCOCCO.[Na]
121317842,C(COCCOCCOCCO)O.I.I
117771108,C(COCCOCCOC(F)(F)F)O
117758944,CC(COC)OCCO
117703307,C(CO)CO.C(COCCOCCOCCO)O
91548122,COCCOCC(O)OC
91445597,CCOCC(O)OOC
91229470,CC.C(COCCOCCO)O
91221813,C#C.C(COCCO)O
90916181,C(COCC(OCF)(F)F)O.C(O)F
90909707,COCCO
90750613,CCCOCCO.[Br-]
90226484,C#COCCOCCOCCOCCO
90198451,COCCOC.COCCOCCO
89921506,COCC(OCCOCCO)Br
89900143,CC(COCC(C)O)O
89791389,C(COCCOCCOCCO)O.F
89500026,C(COCCOCCOCCOCBr)O
89014007,CCCOCCOOCCO
88920078,C(COCCOCCOCCOCCOCCON)O
88861459,CCCOC.C(COCCOCCOCCO)O
88844561,C(COCCOCCO)O.Br.Br
88834348,COCCCOCCCOCCOCCO
88834282,CCOCCOC.C(CO)O
88817980,CCCCOCCO.CO
88817319,C(COC(=S)CO)OC(=S)CO
88812981,C(CO)O.C(COCCO)O.C(COCCO)O
88809765,CC.CCOCC.C(CO)O
88802538,CCOCCO.CCOCCO.COCCO
88796592,C(COCCOCCO)O.C(COCCOCCO)O.N
88796418,C(COCCOCCOCCOCCO)O.Br.Br
88780508,CCOC.CCOCCO
88765598,CC(C)O.C(COCCO)O
88758465,C(COCCOCCO)O.[Au]
88758463,C(COCCO[CH-]CO)O.[Au+]
88755286,C(COCCOSSOCCOCCO)O
88745543,CCO.CCO.COCCOCCOC
88745541,CCO.COCCOCCOC
88731977,C(COCCOCCOI)O
88731544,CCC.C(COCCO)O
88727904,C=C.C(CO)O.C(COCCO)O
88711703,C(COCCOCCOCCOCCO)O.Cl.Cl
88696268,CCOCCOCCO.COCCO
88692634,COC.COCCOCCOC.C(CO)O
88688021,CCOCCOCCO.[Na+].[Cl-]
88669990,C(COCCOCCOCCO)O.[K]
88665550,C.CCCCOCCO
88662227,CCOCCOCCO.Cl
88635433,CCCCOCCOCCO.CCOCC
88632909,C(COCCOCCO)O.[N+](=O)(O)[O-]
88619364,CCOCCO.CCOCCO.[Na]
88617005,CCCCOCCO.[Na]
88616948,COCCOCCOCCOCCO.I
88616946,CCOCC.CI.C(COCCOCCOCCO)O
88614696,CCOC.CCOCCO.C(CO)O
88608703,CCC.C(COCCOCCO)O
88596890,CCO.CCOCCO.O
88558914,CCOCCOCCCOCCCOCCO
88525155,C(COCCO)O.C(COCCO)O.O
88520245,CCOCCOCCO.COC
88520244,CCOC.CCOCC.C(COCCO)O
88511651,CCCCOCCO.Cl
88484533,CCOCCO.CCOS(=O)(=O)[O-].[Na+]
88484367,C(COCCOCCOCCO)O.I
88479041,CCOCCO.CCOCCO
88470816,CCCCOCCO.CCOCC.C(CO)O
88470524,COC(=O)O.C(COCCO)O
88467755,CCCOCCOCCO.CCOCCOCCO
88467663,C(COCCOCCO)O.C(=O)(O)O
88462458,CCOCCO.CCOCCO.CCOCCO
88451254,C(COCCOCCOCCOCCON)O
88432951,CCOCC.COCCOCCOC.C(CO)O
88418563,C(COCCOCCOCCO)O.C(COCCOCCOCCO)O.O
88415372,CCOCC.COOC.C(CO)O
88410308,CCOCCO.COC
88405892,C(COCCOCCOCCOCCOCCO)O.Br.Br
88405617,C(COCCOCCOCCO)O.Cl.Cl
88404412,CCOCCOCCOCC.COCCO
88404411,CCOCCOC.CCOCCOCCO
88404217,COCCO.COCCOCCOC
88375498,CCCCOCCO.CCOCCOCCO
88371893,C(COCCOCCO)O.[Na]
88336019,CCCCOCCO.[OH-].[Na+]
88325802,CCOCCOCCO.C1CO1
88324644,CCOCC.COCCOCCO
88306496,COCCOCCOCCO.C(CO)O
88279854,CCO.COCCO.C(CO)O
88256271,C(COCCOSOCCOCCO)O
88253294,CCCCOCCOCC.C(CO)O
88249345,CCCCOCCO.C(COCCO)O
88239875,COCCOCCOCCO.COCCOCCOCCO
88237490,CCCCOCCOCCO.CCOCCO
88236674,CCO.CCOCCO.CCOCCOCCO
88236206,CCOCCO.C=C
88234459,CCO.C(COCCOCCO)O
88232978,COCCOCCO.[Ca]
88221117,C(COCCOCCOCCOCCOCC(O)(O)O)O
88213299,CCCCOCCO.C(COCCOCCO)O
88213291,CCCCOCCOCCOCCO.O
88195119,CCOCC.C=O.C(CO)O
88093074,C(COCCOCCOCCO)O.O
88085502,CCOCC.CCOCCO.C(CO)O
88046506,CC(O)O.C(COCCO)O
88029180,CCCOCCO.CCCOCCOCCO
88017719,CCOCCOCCO.COCCOCCOC
87987109,CCOCCOCCO.CO
87975598,COCCO.COCCOCCO
87967516,C(COCCOCCO)O.OP(O)O
87967515,C(COCCOCCOP(O)O)O
87937163,CCCCOCCO.COCCOCCO
87932187,C(COCCOCCOCC(O)O)O
87893612,CCCO.CCOCCO
87842748,C(COCCOCCOCCO)O.Br.Br
87769990,C(COOOCCO)O
87694992,C(COCCOCCOS)O
87684277,CCCCOCCOCCO.COCCO
87621888,C(COCCOCCO)O.Cl.Cl
87621828,C(COCCO)O.Cl.Cl
87609860,COCCOCCO.C(CO)O
87596795,CCCCOCCO.CCCCOCCO
87595292,CCCC.C(COCCOCCO)O
87560012,COCCO.C(COCCOCCO)O
87556316,CCOCCOCCO.C(CO)O
87525583,CCCCOCCO.CCCOCCOCCO
87516163,C(COCCOS)O
87512946,CCOCC.CCOCCOCCO.C(COCCO)O
87503761,C(COCCOCCO)O.C(COCCOCCO)O.S
87500223,CCOCC.CCOCCOCCO.C(CO)O
87499936,COCCO.C=O
87451442,CCOCCO.COCCOCCO
87442016,COOOC.C(COCCOCCO)O
87435896,C(CCOO)COCCO
87421514,CCCC.COCCO
87404168,C(COCCOCCON=[N+]=[N-])O
87377666,C(COCCOCCO)O.C(COO)O
87377392,C#COCCOCCO
87376484,CCO.COCCOCCO
87376427,CCCCOCCOCCO.CCO
87365637,CO.C1COCCOCCOCCOCCOCCO1
87312133,CCO.CCOCC.C(COCCOCCO)O
87312040,CCO.CCOCC.C(COCCO)O
87293649,C(COCCOCCOCCOF)O
87270403,C(C(COCC(CO)O)O)O
87253706,CCCCOCCO.C(CO)O
87227311,COCCO.COCCO
87201997,CCO.CCOCCOCCO
87201944,CCO.CCOCCO
87191474,CCOCC.CCOCCOCCO
87189986,CC#COCCOCCO
87184829,CC(OCCOCCO)I
87179656,C#COCCOCCOCCO
87178347,CCCCOCCO.COCCO
87143657,CCOCC.COCCO
87129739,C(COCCOCC(O)O)O
87120589,C(COCCOCCOCCOCCOCCO)O.Cl.Cl
87115157,C=C.C(COCCO)O
87115012,CCCC.CCOCCO
87113332,C(COCCOCCOCl)O
87113330,C(COCCOCCO)O.Cl
87104674,C=C.C(COCCOCCO)O
87100901,COOOC.C(COCCO)O
87097300,COCCOCCO.COCCOCCO
87093617,CCOC.CCOCCOCCO.C(COCCO)O
87091634,C(COCCOCCOCCO)O.[Na]
87086845,CCCCOCC.C(COCCOCCO)O
87086771,CCCOCC.C(COCCOCCO)O
87076397,CCOCC.CCOCC.C(CO)O
87068584,CCOCC.C(CO)O.C(CO)O
87059339,CCO.CCOCC.C(CO)O
86733621,C(COCCOCCOCCOCCO)O.[Br-].[Br-]
86682550,COC.C(CO)O.O
86613518,C(COCCOCCOCC(O)F)O
86595564,CO.COCCOC
86587095,CCO.COCCOC.O
86306312,CCC(C)OCCO
85920218,C(COCCOCCOCCl)O
70364066,CCOCCOCCO.C1COCCO1
70194484,CCO.CO.C1COCCO1
69998901,C1COC1.C(COCCOCCOCCOCCO)O
69104347,CCO.C1COCCO1.O
68516650,CCOCC.C1COCCO1.C(CO)O
67266012,C1COCCO1.C(COCCO)O
66745627,C1COC1.C(COCCOCCOCCO)O
66745387,C1COC1.C(COCCOCCO)O
60119302,CO.COC[CH-]O.[Y]
60096730,C(COCCO)O
60090682,C(COCCO)O
60073235,[CH3-].[CH3-].[CH3-].CO.CO.CO.CO.C(COCCO)O.[Ti].[Ti+2]
59977363,C[CH]OCCOCC(C)O
59925684,COCCOCCO
59878986,CC(CO[CH])OCCO
59873695,CC(COC[CH2-])O.[Rf]
59533126,COCCO
59513217,COCCO.[Rf].[Rf]
59229184,C(COCC(C[O-])O)O
59226875,[CH2-]COCCO.[Y]
59180566,C(C(COCC(CO)(O)O)(O)O)O
59110849,C(COC[CH-]O)OC[CH-]O.[Y].[Y]
59097173,COCCO
59082453,COCC(COCCO)O
59078282,C(COCCOCCO)O
59061401,CC(COCCO)O
59040643,CC(CO[CH][CH]O)O
59005626,C(COCSSCOCCO)O
58975343,C1C[O+]1CCO
58618838,CC([CH2])OCC(C)O
58592326,[CH2-]COCCOCCOCCO.[OH-].[Na+]
58537682,[CH]COCCO
58517138,C(COCCOCCO)O.[C-](=O)O.[Y]
58325915,C(COCCOCCOCCOCCO)O
58325911,CCOCCO
58152091,CC(COCC(C)O[CH])O
57999328,COC[CH]OCCO
57902251,C(COCC(OCF)(F)F)O
57811344,C(COCCOP)O
57745899,C(COCCO)[OH2+]
57704638,C(COCCO)O
57655006,COC[CH-]O.COC[CH-]O.[Y]
57605389,C(CCOCCOCCOCCO)COCCOCCO
57585351,[CH]OCCO
57350761,C(COCCO)O.C(=O)O
57303626,C(COC(CO)O)O
57293319,C(COCCCOCCOCCO)COCCOCCO
57234107,COCCOCC(O)O
57223057,CCOCC(O)(O)O
57174358,CCOC(CO)(O)OCC
57122857,C(CO)COCCOO
57032272,C(COCCOCCOO)O
56979555,C(CCOCCO)COCCCCOCCO
56841799,C(COCCOCO)O
54611805,[Li+].CCOCCO
54142799,C(COCCOCCON)O
54017317,CCOC(CO)F
54000997,C(COCC(O)(Br)Br)O
49835946,COCCOCCO.O
44147001,C(CO)COCCOCCO
36689483,C(C(COCC(CO)O)O)O
23718983,C(COCCOCC[O-])O.[K+]
23674854,C(COCCOCCOCCO)O.[OH-].[K+]
23668374,C(COCCOCC[O-])O.[Na+]
23570158,C(COCCO)CF
23529557,C(COC[CH-]O)O
23513031,CCCCOCCO.CCCOCCO
